word	greedy	greedy_adv	simple
ERLASSEN	2	2	1
FESTIVAL	1	1	1
FLEXIBEL	1	1	2
ERFINDEN	2	2	1
FLUGZEUG	1	1	1
FRAKTION	1	1	2
FREIHEIT	1	1	1
FREQUENZ	1	1	2
FORSCHER	1	1	2
ERLAUBEN	2	1	1
ERDBEBEN	2	1	1
EINBLICK	2	2	1
EXPLIZIT	2	1	2
GEDEIHEN	1	2	1
FINANZEN	2	1	1
GARANTIE	2	1	2
GESCHENK	1	1	2
GEDULDIG	1	2	1
ERKUNDEN	2	1	1
FOTOGRAF	2	1	1
HANDTUCH	1	1	1
FUNKTION	2	2	1
ETHNISCH	2	1	2
HAUSTIER	1	1	1
EINDRUCK	2	2	1
GELEHRTE	2	1	2
HEIRATEN	0	1	2
HERRLICH	1	1	1
HINDURCH	1	1	1
ERNENNEN	2	2	2
GEFALLEN	2	2	2
EXKLUSIV	2	2	1
HYPOTHEK	1	1	2
HURRIKAN	1	1	2
IGNORANZ	1	1	2
GETREIDE	2	2	2
HANDWERK	1	2	1
INMITTEN	1	1	2
INTENSIV	1	1	2
ILLUSION	1	1	1
INTERNET	1	1	1
HAUSHALT	1	2	1
INVESTOR	1	1	2
ERKENNEN	2	2	1
GEFROREN	1	2	2
HORIZONT	1	2	1
KABINETT	1	1	1
KALENDER	1	1	1
GEFUNDEN	2	2	2
GEWINNER	2	2	1
GEWISSEN	2	2	3
HANDLUNG	1	2	1
KLINISCH	1	1	1
ERWERBEN	2	1	2
INVENTAR	2	1	2
INSTINKT	2	1	1
IRANISCH	1	2	2
GEWINNEN	2	2	2
IRAKISCH	2	1	1
KAMPAGNE	1	2	1
KRIECHEN	1	1	1
IGNORANT	2	2	1
INDIGENE	2	1	1
DEMOKRAT	2	2	1
KANDIDAT	2	1	1
KRISTALL	1	1	1
KRITIKER	1	1	1
LEHRBUCH	1	1	1
LEBENDIG	1	1	1
INVASION	1	2	2
KOLONIAL	1	2	1
IRGENDWO	2	1	1
KONGRESS	1	2	2
HOCHZEIT	1	2	2
LIBERALE	1	1	1
FOLGLICH	2	2	1
MATERIAL	1	1	2
KOMPLETT	2	2	1
GEMISCHT	2	2	2
LETZTERE	1	2	2
KOGNITIV	2	2	2
METAPHER	1	1	2
MINISTER	1	1	2
INSTITUT	2	2	2
MITGLIED	1	1	1
MEDAILLE	1	1	1
MONUMENT	1	1	2
MAHLZEIT	1	2	2
LEISTUNG	1	2	2
KINDHEIT	2	2	2
JEMANDEN	2	2	1
LEUTNANT	1	1	1
MEISTENS	1	2	2
GELIEBTE	2	2	1
OFFIZIER	1	1	2
NOVEMBER	1	1	2
OPERATOR	1	1	2
KONTRAST	2	2	1
NETZWERK	1	2	2
LEHRPLAN	1	2	1
PETITION	1	1	1
KRITISCH	2	2	1
MASCHINE	1	2	2
NARRATIV	1	2	2
MISCHUNG	1	2	2
KOPIEREN	2	2	2
ORIGINAL	1	2	2
PARTIKEL	2	1	1
NORDWEST	2	1	1
LIMONADE	2	2	1
PRIVILEG	1	1	1
PUBLIKUM	1	1	1
RADIKALE	1	1	1
PERSONAL	1	2	2
PRIESTER	1	1	2
REAKTION	1	1	1
LIEBLING	2	2	2
MANCHMAL	1	2	1
REICHTUM	1	1	2
PLAUDERN	1	2	1
PIPELINE	2	1	1
RELIGION	1	1	1
MENSCHEN	2	2	2
REPORTER	1	1	2
REPUBLIK	1	1	2
RESIDENZ	1	1	2
RHYTHMUS	1	1	1
NATIONAL	2	2	1
KONFLIKT	2	2	1
PREDIGEN	2	1	2
PROGRAMM	2	1	2
RECHNUNG	1	2	2
REGIONAL	1	2	1
SANKTION	1	1	3
PHYSISCH	2	1	2
KLEIDUNG	2	2	1
NIRGENDS	2	2	2
MITTWOCH	2	2	2
SCHENKEL	1	1	1
RAUBTIER	2	1	1
RHETORIK	1	2	2
ROMANTIK	1	2	2
RICHTUNG	1	2	2
POSITION	2	2	1
NIEDLICH	2	2	1
RUNDFUNK	2	1	1
RUSSISCH	2	1	2
RASSISCH	2	1	2
SCHLUCHT	1	1	1
SCHRAUBE	1	1	1
RATIONAL	2	2	2
POLIZIST	2	2	1
RELEVANT	2	1	2
PEITSCHE	2	2	2
SATELLIT	2	1	1
SCHEISSE	2	1	2
SCHWELLE	1	1	3
SCHLACHT	1	2	2
SCHLICHT	2	1	1
SCHIEBEN	2	1	2
REGIEREN	2	2	2
SOFORTIG	1	1	2
SCHLEIFE	2	1	2
SCHLAGEN	1	2	2
SCHLECHT	1	2	2
SCHALTEN	2	2	2
SPEZIELL	1	1	2
SPRECHER	1	1	2
SCHATTEN	2	2	2
SICHTBAR	2	1	1
SCHREIEN	1	2	2
SCHULTER	1	2	1
SANDWICH	2	2	1
SPRINGEN	1	1	2
STOLPERN	1	1	1
SERGEANT	2	1	2
SPANISCH	2	1	2
STREITEN	1	1	3
SCHEINEN	2	2	2
SPEKTRUM	1	2	1
SCHLANGE	2	2	2
SINNVOLL	1	2	2
SCHWEBEN	1	2	2
STRECKEN	2	1	2
TABLETTE	1	1	1
TAGEBUCH	1	1	2
TATSACHE	1	1	2
TEENAGER	1	1	1
TELESKOP	1	1	3
THERAPIE	1	1	1
TOILETTE	1	1	2
TRANSFER	1	1	2
STREIFEN	2	1	2
TRUTHAHN	1	1	2
SKULPTUR	2	2	2
TWITTERN	1	1	2
UMARMUNG	1	1	2
SOFTWARE	1	2	2
SAMMLUNG	2	2	1
SUBSTANZ	2	1	1
UMGEBUNG	1	1	2
UMSCHLAG	1	1	2
SZENARIO	1	2	2
VARIABLE	1	1	1
SOLLTEST	2	2	2
STIMULUS	1	2	2
STRUKTUR	2	2	2
UNBEQUEM	1	1	1
STANDARD	2	2	2
VERRATEN	1	1	2
TIERWELT	1	2	2
TROPISCH	1	2	2
TRAGISCH	2	1	2
STIFTUNG	2	2	2
STIMMUNG	2	2	2
SCHULDIG	2	2	1
SCHERZEN	2	2	2
TRENNUNG	2	1	2
URSPRUNG	2	1	1
WACHSTUM	1	1	2
SIEDLUNG	2	2	2
VEREINEN	2	1	3
VERSAGEN	1	2	2
SPRECHEN	2	2	3
VIRTUELL	1	2	2
VERMUTEN	2	1	3
UMDREHEN	1	2	1
SPANNUNG	2	2	2
VERDACHT	1	2	2
WAHRHEIT	1	2	2
VERGEBEN	2	2	2
WEIBLICH	1	2	1
ZEITPLAN	1	1	1
VERSTEHE	2	2	2
VIELFALT	2	2	2
WACHSEND	1	2	2
ZUORDNEN	1	1	2
WERKZEUG	2	1	2
VERLOREN	2	2	1
WERTVOLL	1	2	3
ZWISCHEN	1	1	2
ZEITRAUM	1	2	2
WEBSEITE	2	1	1
ZEICHNEN	1	2	2
VERTRAUT	2	2	2
UMKEHREN	2	2	2
ZITIEREN	2	1	2
WIRKLICH	2	1	2
SPRENGEN	2	2	2
UMFASSEN	2	2	2
VOLLZEIT	2	2	2
WEISHEIT	2	2	2
ZWILLING	1	2	2
WELTWEIT	2	2	2
VORGEBEN	2	2	2
ZIEMLICH	2	2	2
VORGEHEN	2	2	3
ZWINGEND	1	2	2
WELTLICH	2	2	2
WANDLUNG	2	2	2
ZIVILIST	2	2	1
ZUSAMMEN	2	2	2
