word	greedy	greedy_adv	simple
UMHAUEN	2	1	2
WANDERN	1	1	2
TRENNEN	2	2	3
TOURIST	2	2	2
TREFFEN	2	2	3
WARTUNG	1	1	2
VISUELL	2	1	2
VERKEHR	2	1	2
WERBUNG	1	1	1
TEPPICH	2	2	2
TOCHTER	2	2	2
VERBALE	2	1	2
WESTERN	1	2	4
WENIGER	1	2	3
VERSUCH	2	2	1
WIRKSAM	1	2	2
VIOLETT	2	2	3
VORHANG	2	2	2
VERLUST	2	2	3
VORTEIL	2	2	2
VORFAHR	2	2	2
TYPISCH	2	2	2
VERKAUF	2	2	2
VORFALL	2	2	2
VIERZIG	2	2	2
WARNUNG	2	2	1
ZUGRIFF	1	2	2
ZITRONE	1	2	2
WICHTIG	1	2	2
WILDNIS	1	2	2
WACHSEN	2	2	3
ZUKUNFT	1	2	2
WICKELN	2	2	2
ZEITUNG	2	2	2
VOLUMEN	2	2	2
ZWEIMAL	2	1	3
WASCHEN	2	2	4
ZENTRAL	2	2	2
WIRKUNG	2	2	2
ZWANZIG	1	2	3
WOHNUNG	2	2	2
ZAHLUNG	2	2	2
ZEUGNIS	2	2	3
ZUGEBEN	2	2	3
ZULETZT	2	2	2
ZUNAHME	2	2	1
ZWIEBEL	2	2	2
ZUSTAND	2	2	3
ZWINGEN	1	2	3
WISCHEN	2	2	3
ZWEIFEL	2	2	2
