word	greedy	greedy_adv	simple
WITTERUNG	2	2	3
WIRKSAMES	2	2	4
VORAHNEND	2	2	2
WISPERNDE	2	2	2
VORWAERTS	2	3	3
WEGKOMMEN	2	2	2
WIEDERMAL	2	2	2
WIRRUFEND	2	1	2
WELTFEIND	2	2	2
WERDEGANG	2	2	2
WETTENDER	2	2	5
WUETENDES	2	2	3
WINZLINGE	2	2	3
ZABRANSKY	2	2	2
WERTESTER	2	2	3
WEINROTEN	2	3	2
WORTARMUT	2	2	2
WENIGKEIT	2	2	3
ZARTESTEM	2	2	3
WUNDERSAM	2	1	2
ZARENZEIT	2	2	1
WIDERRIEF	2	2	2
WEICHSTES	2	3	2
ZIRKUSSEN	2	1	2
WICKELTEN	2	2	3
ZOLLSTOCK	2	2	2
WURFTAUBE	2	2	2
ZUINNERST	2	2	3
ZUTRITTES	2	1	2
WOHLIGERE	2	3	3
ZUGIESSEN	2	1	3
WENDENDES	2	2	3
ZANKENDES	3	3	5
WEICHEREN	2	3	4
ZUSENDEND	2	2	4
ZAEHLENDE	2	3	5
ZUZUMUTEN	2	2	2
ZINSFREIE	2	2	2
ZOLLWESEN	2	2	2
ZIERENDER	3	1	5
ZUEGELUNG	2	2	2
ZULEGENDE	2	2	3
VERSPUERT	2	2	2
ZWEIHUFER	2	2	2
ZUGEDACHT	3	2	2
ZEICHNEST	2	3	2
ZUZUGEBEN	2	2	3
ZUCKENDES	3	3	4
ZERMUERBT	2	2	2
ZUDENKEND	2	3	3
WEHRENDEN	2	2	3
ZUORDNETE	2	2	3
ZWEIRADES	2	2	2
ZITIERTES	3	3	2
ZERRANNEN	3	2	4
ZWIESPALT	2	2	3
ZERFAHREN	2	3	4
ZIELENDEN	2	3	4
ZERRONNEN	3	3	3
ZERHACKTE	2	3	3
ZERMAHLTE	2	3	4
