word	greedy	greedy_adv	simple
REGAL	2	2	3
SKALA	2	2	2
SEITE	2	2	4
REGEN	2	2	2
SPIEL	1	2	3
SPION	1	2	2
SEGEN	2	3	5
SCHUH	2	3	3
SONNE	2	2	2
SEINE	2	2	2
SOMIT	2	2	2
PROBE	3	3	2
SECHS	2	3	2
SENAT	2	3	2
ROLLE	3	3	3
SHIRT	2	2	3
STEIN	2	2	2
STAND	3	2	1
STADT	2	2	2
STEIL	2	2	3
STARK	2	2	3
STAHL	3	2	2
STILL	2	2	3
REDEN	2	3	2
STAUB	2	2	2
SORGE	2	2	3
STAMM	2	2	3
RUNDE	3	2	2
SPORT	2	3	2
STERN	1	3	2
START	2	2	4
STEAK	2	3	1
STIER	1	2	3
TANTE	2	2	3
SUITE	2	2	3
SZENE	2	2	1
STIFT	2	2	3
STOCK	2	3	2
STURM	2	2	2
PUPPE	4	3	5
TASTE	1	2	4
STROM	2	3	2
SUCHE	2	3	2
STOFF	2	3	3
SUCHT	2	2	3
TASSE	1	2	5
TEILT	2	2	3
TEICH	2	3	3
SUPER	2	3	4
THRON	2	2	3
TIEFE	1	3	3
STEIF	2	3	3
THEMA	2	2	2
TITEL	2	2	3
TABAK	2	3	3
TREND	2	1	1
TOLLE	1	3	4
SUPPE	3	3	5
SUMME	3	3	5
TOTAL	2	2	4
TWIST	1	2	4
UNION	2	2	3
TRAUM	2	2	3
TEMPO	2	2	3
SOCKE	2	3	2
VIRUS	2	2	3
TRICK	2	2	3
SEHEN	2	3	3
TEUER	2	3	3
VIELE	2	2	3
VIDEO	2	2	2
STOLZ	2	2	4
TRETE	2	2	2
TUMOR	2	2	3
STETS	1	2	3
TROTZ	2	2	3
TIGER	2	2	2
VATER	2	3	3
WEISE	2	2	4
WANGE	3	2	2
URBAN	3	2	2
VOGEL	2	2	4
WENIG	2	2	3
VOKAL	3	2	3
TRUPP	2	2	3
WARUM	2	2	3
UNTER	2	2	2
WAFFE	3	3	3
ZIEGE	3	3	4
WILLE	3	2	3
WAGEN	3	3	4
WESEN	2	3	4
WETTE	2	3	4
WELLE	3	3	4
ZELLE	3	3	4
WUNDE	3	3	3
WEDER	3	3	4
ZWANG	2	2	2
WOLKE	2	3	4
ZUTAT	2	3	3
WOCHE	2	3	3
ZUNGE	3	3	5
ZWECK	2	2	2
ZEUGE	2	3	5
