word	greedy	greedy_adv	simple
MUSLIM	2	2	2
MUTTER	2	3	3
NORMAL	2	2	2
MOMENT	2	2	3
MYTHOS	2	2	3
MERKEN	2	2	2
NUTZEN	2	2	2
NATION	2	2	3
NEIGEN	2	2	3
OUTFIT	1	2	2
ONLINE	2	1	3
PASTOR	1	2	3
KUMMER	2	3	2
OBERST	2	2	1
MODELL	2	2	1
ORANGE	2	2	4
NICKEN	2	3	3
NUMMER	2	3	2
PHRASE	1	2	2
PALAST	2	2	1
PERSON	2	2	3
PAPIER	2	3	3
MORGEN	3	2	3
OBJEKT	2	2	2
NEHMEN	2	2	3
PLATTE	2	1	3
PANZER	2	3	2
NORDEN	3	2	3
PFANNE	2	2	2
PFLEGE	2	1	2
PROFIL	2	1	2
OBWOHL	2	2	1
PLANET	2	2	4
POSTER	2	2	3
NACKEN	3	2	3
POESIE	2	2	2
PARKEN	2	3	3
RAKETE	2	1	3
PHYSIK	2	2	2
PASSEN	2	3	2
PATENT	2	2	3
PARADE	2	2	2
REGIME	2	2	2
RALLYE	2	1	2
RECHTS	2	2	2
PULVER	2	1	2
PROMPT	2	2	2
REIFEN	2	2	2
RITUAL	1	2	2
REISEN	1	2	3
RIVALE	2	1	2
REKTOR	1	2	2
RABATT	2	2	2
REIBEN	2	2	2
QUELLE	2	2	1
RIESIG	1	2	3
RENNEN	2	2	2
REBELL	2	1	1
PUZZLE	2	2	2
RISIKO	2	2	2
SCHARF	1	2	1
REZEPT	2	2	2
PLANEN	2	2	3
SCHATZ	2	2	2
REGION	2	2	3
SCHNUR	1	2	2
RAUBEN	2	2	2
RAHMEN	3	3	3
ROLLEN	2	1	1
SCHREI	1	2	2
REFORM	2	2	3
SCHIER	1	2	2
RUNDEN	2	2	2
SELTEN	1	1	3
SAUBER	2	3	2
SCHIFF	2	2	2
SCHLAF	2	2	2
SAUGEN	2	2	2
SACHEN	2	2	3
SEKTOR	1	2	3
SCHLAG	2	2	2
SIEGEL	1	1	2
SENSOR	1	2	3
SCHILD	2	2	2
SELBST	2	2	2
SENIOR	1	2	2
SCHICK	2	2	2
SIEBTE	1	2	2
SEICHT	2	2	2
POCHEN	3	3	3
SITZEN	1	2	3
SETZEN	2	2	2
SIEBEN	1	2	2
SENDEN	1	2	3
SESSEL	1	2	3
SCHUTZ	2	2	2
SCHULE	2	2	2
SIGNAL	1	2	2
SCHULD	2	2	2
SCHNEE	2	2	2
SKLAVE	2	1	1
SCHOCK	2	2	3
STATUE	1	1	2
SCHWER	2	2	3
SOLDAT	2	2	2
SINGLE	1	2	2
STAPEL	1	2	2
STEHEN	2	1	2
SICHER	1	2	3
STELLE	2	1	2
SPENDE	1	2	2
SKRIPT	2	2	3
SPITZE	2	2	2
SOFORT	2	2	2
SERVER	2	2	3
SPAREN	1	2	2
SEGNEN	2	2	3
STABIL	2	2	2
STATUS	1	2	2
SONNIG	1	2	2
SINGEN	1	3	2
SCHUSS	2	2	3
STETIG	2	2	3
STRAFE	1	2	2
SUBTIL	1	2	1
SPRUNG	1	2	3
SYSTEM	1	2	2
STRAHL	2	2	2
STRAND	1	2	2
TERROR	1	1	2
SPUCKE	2	2	3
TANZEN	2	1	3
STILLE	2	2	2
TRAGEN	1	1	3
STREIT	1	2	3
SOMMER	2	2	3
STANGE	2	2	2
TEILEN	1	2	3
TENNIS	1	2	2
STRIKT	2	2	3
TESTEN	2	2	2
TUNNEL	2	1	3
UNKLAR	1	1	2
STRENG	1	2	3
STUDIO	2	2	3
TEMPEL	2	2	3
STIMME	2	2	2
TERMIN	2	2	2
TALENT	2	1	3
SOLLEN	2	2	2
SOZIAL	2	2	2
TEUFEL	2	2	3
UNFAIR	1	2	2
SYMBOL	2	2	2
URLAUB	2	1	1
TASCHE	2	2	4
URTEIL	2	1	2
STUNDE	2	2	3
TAKTIK	2	2	3
VAMPIR	1	2	2
UMFANG	2	2	2
URWALD	2	2	2
VETTER	2	2	2
TRAUMA	2	2	2
UNSERE	2	2	3
VIERTE	2	2	3
TOMATE	2	2	3
VISION	1	2	3
VEREIN	2	2	2
UNFALL	2	2	1
TREPPE	2	2	2
SUCHEN	2	2	3
VORBAU	2	2	2
WETTER	2	2	3
VERBOT	2	2	3
WESTEN	2	2	3
WIEDER	2	2	2
UMWELT	2	2	3
WINKEL	2	2	3
WURZEL	2	2	3
WEIZEN	2	2	4
VORORT	2	2	3
WIEGEN	2	2	3
WASSER	2	3	3
WINTER	2	3	3
WUNSCH	1	2	2
WISSEN	1	3	3
TUGEND	2	2	3
UNSINN	2	2	2
WIDMEN	2	3	3
ZWEITE	2	2	2
VORHER	2	2	3
ZUSATZ	2	2	3
WARNEN	2	3	3
WERDEN	3	2	3
WERFEN	3	2	2
ZIEHEN	2	2	4
ZEIGEN	2	2	4
WUNDER	2	3	3
ZIMMER	2	2	4
WOLLEN	2	2	3
ZAHLEN	2	2	3
ZUCKER	2	2	3
ZUCKEN	2	3	4
